https://schema.org/identifier,https://schema.org/name,https://schema.org/alternateName,https://schema.org/jobTitle,https://schema.org/jobTitle,https://schema.org/jobTitle,https://schema.org/image,https://schema.org/knowsAbout,https://schema.org/knowsAbout,https://schema.org/knowsAbout,https://schema.org/publishingPrinciples,https://schema.org/isBasedOnUrl
159,干川 剛史,ほしかわ つよし,地域情報化アドバイザー,大妻女子大学大学院人間文化研究科・人間関係学部 教授,日本災害情報学会 理事,https://code4sabae.github.io/ictadvisors/img/2021/AD159.jpg,防災,,,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/159_2021adviser.pdf,https://www.applic.or.jp/page-1862/
160,星野 晃一郎,ほしの こういちろう,地域情報化アドバイザー,株式会社ダンクソフト C.E.O. インターミディエイター®,公益社団法人日本ニュービジネス協議会連合会 ニッポンつながる委員会 副委員長 バザールバザール推進リーダー,https://code4sabae.github.io/ictadvisors/img/2021/AD160.jpg,その他,テレワーク,働き方,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/160_2021adviser.pdf,https://www.applic.or.jp/page-1862/
161,細川 哲星,ほそかわてっせい,地域情報化アドバイザー,内閣官房IT総合戦略室シェアリングエコノミー伝道師,株式会社ニューソンアンドカンパニー 代表取締役社長,https://code4sabae.github.io/ictadvisors/img/2021/AD161.jpg,シェアリングエコノミー,観光,働き方,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/161_2021adviser.pdf,https://www.applic.or.jp/page-1862/
162,本多 康幸,ほんだ やすゆき,地域情報化アドバイザー,株式会社ＨＡＲＰ 常務取締役 プロジェクト推進部長,,https://code4sabae.github.io/ictadvisors/img/2021/AD162.jpg,ＲＰＡ導入,オープンデータ,,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/162_2021adviser.pdf,https://www.applic.or.jp/page-1862/
163,米田 剛,まいた つよし,地域情報化アドバイザー,内閣官房IT総合戦略室 オープンデータ伝道師,一般社団法人観光・地域データ活用支援機構 代表理事,https://code4sabae.github.io/ictadvisors/img/2021/AD163.jpg,観光,オープンデータ,５Ｇ,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/163_2021adviser.pdf,https://www.applic.or.jp/page-1862/
164,前田 みゆき,まえだ みゆき,地域情報化アドバイザー,元（株）日立システムズ 公共事業グループ 主席コンサルタント,内閣官房 ＩＴ総合戦略室 政府ＣＩＯ補佐官,https://code4sabae.github.io/ictadvisors/img/2021/AD164.jpg,自治体システムの標準化・共通化,地域情報化計画・官民データ計画,ＲＰＡ導入,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/164_2021adviser.pdf,https://www.applic.or.jp/page-1862/
165,牧田 泰一,まきた やすかず,地域情報化アドバイザー,元鯖江市政策経営部情報政策監,Code for Sabae(Code for Fukui),https://code4sabae.github.io/ictadvisors/img/2021/AD165.jpg,オープンデータ,教育情報化／情報教育,,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/165_2021adviser.pdf,https://www.applic.or.jp/page-1862/
166,升屋 正人,ますや まさと,地域情報化アドバイザー,鹿児島大学学術情報基盤センター 教授,理工学域工学系 教授,https://code4sabae.github.io/ictadvisors/img/2021/AD166.jpg,ネットワークインフラ（Ｗｉ-Ｆｉ／ＬＰＷＡ／光ネットワーク）,地域情報化計画・官民データ計画,防災,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/166_2021adviser.pdf,https://www.applic.or.jp/page-1862/
167,松浦 龍基,まつうら たつき,地域情報化アドバイザー,キートンコンサルティング株式会社 代表取締役社長,,https://code4sabae.github.io/ictadvisors/img/2021/AD167.jpg,自治体システムの標準化・共通化,教育情報化／情報教育,マイナンバー,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/167_2021adviser.pdf,https://www.applic.or.jp/page-1862/
168,松川 由美,まつかわ ゆみ,地域情報化アドバイザー,モバイル・ネットワーク研究所 代表,,https://code4sabae.github.io/ictadvisors/img/2021/AD168.jpg,人材の育成・活用,観光,教育情報化／情報教育,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/168_2021adviser.pdf,https://www.applic.or.jp/page-1862/
169,松崎 太亮,まつざき たいすけ,地域情報化アドバイザー,内閣官房IT総合戦略室 オープンデータ伝道師,神戸国際大学 経済学部教授,https://code4sabae.github.io/ictadvisors/img/2021/AD169.jpg,人材の育成・活用,スマートシティ,オープンデータ,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/169_2021adviser.pdf,https://www.applic.or.jp/page-1862/
170,松澤 佳郎,まつざわ よしろう,地域情報化アドバイザー,株式会社テレコンサービス 代表取締役,慶應義塾大学SFC研究所 上席研究員,https://code4sabae.github.io/ictadvisors/img/2021/AD170.jpg,教育情報化／情報教育,地域ビジネス,テレワーク,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/170_2021adviser.pdf,https://www.applic.or.jp/page-1862/
171,松島 隆一,まつしま りゅういち,地域情報化アドバイザー,千葉市総務局情報経営部 部長,アーバンデータチャレンジ実行委員会 実行委員,https://code4sabae.github.io/ictadvisors/img/2021/AD171.jpg,その他,ＥＢＰＭ（エビデンスに基づく政策立案）,オープンデータ,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/171_2021adviser.pdf,https://www.applic.or.jp/page-1862/
172,松田 俊司,まつだ しゅんじ,地域情報化アドバイザー,金沢市市民局 局長,,https://code4sabae.github.io/ictadvisors/img/2021/AD172.jpg,その他,オープンデータ,ＲＰＡ導入,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/172_2021adviser.pdf,https://www.applic.or.jp/page-1862/
173,松田 孝,まつだ たかし,地域情報化アドバイザー,合同会社MAZDA Incredible Lab CEO,,https://code4sabae.github.io/ictadvisors/img/2021/AD173.jpg,教育情報化／情報教育,ＡＩ活用,,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/173_2021adviser.pdf,https://www.applic.or.jp/page-1862/
174,丸田 之人,まるた ゆきと,地域情報化アドバイザー,室蘭市 経済部観光課 課長,内閣官房IT総合戦略室 オープンデータ伝道師,https://code4sabae.github.io/ictadvisors/img/2021/AD174.jpg,オープンデータ,ネットワークインフラ（Ｗｉ-Ｆｉ／ＬＰＷＡ／光ネットワーク）,観光,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/174_2021adviser.pdf,https://www.applic.or.jp/page-1862/
175,三木 浩平,みき こうへい,地域情報化アドバイザー,元千葉市役所 総務局次長（ＣＩＯ補佐監）,内閣官房 政府ＣＩＯ補佐官,https://code4sabae.github.io/ictadvisors/img/2021/AD175.jpg,自治体システムの標準化・共通化,自治体システム／セキュリティ／地域情報プラットフォーム,地域情報化計画・官民データ計画,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/175_2021adviser.pdf,https://www.applic.or.jp/page-1862/
176,三木 信夫,みき のぶお,地域情報化アドバイザー,大阪市 教育委員会事務局理事,元大阪市立中央図書館長,https://code4sabae.github.io/ictadvisors/img/2021/AD176.jpg,教育情報化／情報教育,デジタルアーカイブ／図書館,自治体システム／セキュリティ／地域情報プラットフォーム,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/176_2021adviser.pdf,https://www.applic.or.jp/page-1862/
177,水町 雅子,みずまち まさこ,地域情報化アドバイザー,宮内・水町IT法律事務所 弁護士,元内閣官房社会保障改革担当室・特定個人情報保護委員会 参事官補佐・上席政策調査員,https://code4sabae.github.io/ictadvisors/img/2021/AD177.jpg,マイナンバー,個人情報保護,医療・介護・健康,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/177_2021adviser.pdf,https://www.applic.or.jp/page-1862/
178,三谷 泰浩,みたに やすひろ,地域情報化アドバイザー,九州大学大学院 工学研究院 附属アジア防災研究センター 教授,NPO法人環境システムフロンティア 理事長,https://code4sabae.github.io/ictadvisors/img/2021/AD178.jpg,防災,地域情報化計画・官民データ計画,人材の育成・活用,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/178_2021adviser.pdf,https://www.applic.or.jp/page-1862/
179,三友 仁志,みとも ひとし,地域情報化アドバイザー,早稲田大学大学院アジア太平洋研究科長・教授,,https://code4sabae.github.io/ictadvisors/img/2021/AD179.jpg,地域情報化計画・官民データ計画,ネットワークインフラ（Ｗｉ-Ｆｉ／ＬＰＷＡ／光ネットワーク）,防災,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/179_2021adviser.pdf,https://www.applic.or.jp/page-1862/
180,蓑口 恵美,みのぐち めぐみ,地域情報化アドバイザー,内閣官房IT総合戦略室シェアリングエコノミー伝道師,株式会社ガイアックス シェアリングエコノミー協会,https://code4sabae.github.io/ictadvisors/img/2021/AD180.jpg,働き方,シェアリングエコノミー,子育て,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/180_2021adviser.pdf,https://www.applic.or.jp/page-1862/
181,宮﨑 昌美,みやざき まさみ,地域情報化アドバイザー,入間市 政策参与（自治体DX担当）,株式会社アイネス 公共ソリューション本部 シニアコンサルタント,https://code4sabae.github.io/ictadvisors/img/2021/AD181.jpg,その他,防災,人材の育成・活用,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/181_2021adviser.pdf,https://www.applic.or.jp/page-1862/
182,三輪 修平,みわ しゅうへい,地域情報化アドバイザー,つくば市総務部ワークライフバランス推進課 係長,,https://code4sabae.github.io/ictadvisors/img/2021/AD182.jpg,ＲＰＡ導入,テレワーク,,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/182_2021adviser.pdf,https://www.applic.or.jp/page-1862/
183,村上 文洋,むらかみ ふみひろ,地域情報化アドバイザー,株式会社三菱総合研究所 デジタル・イノベーション本部 主席研究員,内閣官房IT総合戦略室 オープンデータ伝道師,https://code4sabae.github.io/ictadvisors/img/2021/AD183.jpg,オープンデータ,ＡＩ活用,ＥＢＰＭ（エビデンスに基づく政策立案）,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/183_2021adviser.pdf,https://www.applic.or.jp/page-1862/
184,毛利 靖,もうり やすし,地域情報化アドバイザー,つくば市立みどりの学園義務教育学校 校長,全国ＩＣＴ教育首長協議会 顧問,https://code4sabae.github.io/ictadvisors/img/2021/AD184.jpg,教育情報化／情報教育,ネットワークインフラ（Ｗｉ-Ｆｉ／ＬＰＷＡ／光ネットワーク）,,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/184_2021adviser.pdf,https://www.applic.or.jp/page-1862/
185,望月 昌樹,もちづき まさき,地域情報化アドバイザー,元福岡県庁 情報企画監,日本オラクル 顧問,https://code4sabae.github.io/ictadvisors/img/2021/AD185.jpg,自治体システム／セキュリティ／地域情報プラットフォーム,自治体システムの標準化・共通化,スマートシティ,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/185_2021adviser.pdf,https://www.applic.or.jp/page-1862/
186,本山 政志,もとやま まさし,地域情報化アドバイザー,元埼玉県川口市企画財政部 次長兼情報政策課長,埼玉県町村会 情報システム共同化推進室室長,https://code4sabae.github.io/ictadvisors/img/2021/AD186.jpg,人材の育成・活用,人材の育成・活用,,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/186_2021adviser.pdf,https://www.applic.or.jp/page-1862/
187,森川 博之,もりかわ ひろゆき,地域情報化アドバイザー,東京大学 教授,,https://code4sabae.github.io/ictadvisors/img/2021/AD187.jpg,５Ｇ,地域ビジネス,ＡＩ活用,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/187_2021adviser.pdf,https://www.applic.or.jp/page-1862/
188,森戸 裕一,もりと ゆういち,地域情報化アドバイザー,一般社団法人日本デジタルトランスフォーメーション推進協会 代表理事,ナレッジネットワーク株式会社 代表取締役社長,https://code4sabae.github.io/ictadvisors/img/2021/AD188.jpg,シェアリングエコノミー,ＲＰＡ導入,テレワーク,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/188_2021adviser.pdf,https://www.applic.or.jp/page-1862/
189,森本 登志男,もりもと としお,地域情報化アドバイザー,キャリアシフト株式会社 代表取締役,元佐賀県庁 最高情報統括監（CIO）,https://code4sabae.github.io/ictadvisors/img/2021/AD189.jpg,テレワーク,地域ビジネス,働き方,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/189_2021adviser.pdf,https://www.applic.or.jp/page-1862/
190,森本 浩之,もりもと ひろし,地域情報化アドバイザー,前松阪市CIO補佐官、元鳥取県情報政策課長,ITbook株式会社西日本支社 エグゼクティブシニアマネージャ－,https://code4sabae.github.io/ictadvisors/img/2021/AD190.jpg,自治体システムの標準化・共通化,自治体システム／セキュリティ／地域情報プラットフォーム,教育情報化／情報教育,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/190_2021adviser.pdf,https://www.applic.or.jp/page-1862/
191,森 康通,もり やすみち,地域情報化アドバイザー,生駒市地域活力創生部ICTイノベーション推進課長,CODE for IKOMA 運営委員,https://code4sabae.github.io/ictadvisors/img/2021/AD191.jpg,オープンデータ,ＥＢＰＭ（エビデンスに基づく政策立案）,,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/191_2021adviser.pdf,https://www.applic.or.jp/page-1862/
192,安江 輝,やすえ あきら,地域情報化アドバイザー,長野県伊那市役所/企画部企画政策課 新産業技術推進係長,,https://code4sabae.github.io/ictadvisors/img/2021/AD192.jpg,スマートシティ,医療・介護・健康,ネットワークインフラ（Ｗｉ-Ｆｉ／ＬＰＷＡ／光ネットワーク）,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/192_2021adviser.pdf,https://www.applic.or.jp/page-1862/
193,柳田 公市,やなぎだ こういち,地域情報化アドバイザー,特定非営利活動法人ナレッジネットワーク 理事長,総務省地域人材ネット 地域力創造アドバイザー,https://code4sabae.github.io/ictadvisors/img/2021/AD193.jpg,地域ビジネス,観光,農林水産業,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/193_2021adviser.pdf,https://www.applic.or.jp/page-1862/
194,山形 巧哉,やまがた たくや,地域情報化アドバイザー,北海道森町 総務課,内閣官房IT総合戦略室 オープンデータ伝道師,https://code4sabae.github.io/ictadvisors/img/2021/AD194.jpg,オープンデータ,教育情報化／情報教育,働き方,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/194_2021adviser.pdf,https://www.applic.or.jp/page-1862/
195,山崎 博樹,やまざき ひろき,地域情報化アドバイザー,秋田県立図書館 元副館長,知的資源イニシアティブ 代表理事,https://code4sabae.github.io/ictadvisors/img/2021/AD195.jpg,デジタルアーカイブ／図書館,人材の育成・活用,自治体システムの標準化・共通化,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/195_2021adviser.pdf,https://www.applic.or.jp/page-1862/
196,山澤 浩幸,やまざわ ひろゆき,地域情報化アドバイザー,三条市 元 情報管理課長,新潟ＤＸオフィス 代表,https://code4sabae.github.io/ictadvisors/img/2021/AD196.jpg,自治体システムの標準化・共通化,自治体システム／セキュリティ／地域情報プラットフォーム,マイキープラットフォーム,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/196_2021adviser.pdf,https://www.applic.or.jp/page-1862/
197,山中 守,やまなか まもる,地域情報化アドバイザー,国立大学法人 熊本大学 名誉教授,認定NPO法人 阿蘇花野協会 （地域経済再生システムに取組み中） 副理事長,https://code4sabae.github.io/ictadvisors/img/2021/AD197.jpg,地域情報化計画・官民データ計画,地域ビジネス,テレワーク,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/197_2021adviser.pdf,https://www.applic.or.jp/page-1862/
198,山西 潤一,やまにし じゅんいち,地域情報化アドバイザー,富山大学 名誉教授,一般社団法人 日本教育情報化振興会 会長,https://code4sabae.github.io/ictadvisors/img/2021/AD198.jpg,教育情報化／情報教育,人材の育成・活用,働き方,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/198_2021adviser.pdf,https://www.applic.or.jp/page-1862/
199,横山 正人,よこやま まさと,地域情報化アドバイザー,株式会社九州地域情報化研究所 代表取締役,長崎県企画部 情報戦略アドバイザー,https://code4sabae.github.io/ictadvisors/img/2021/AD199.jpg,地域情報化計画・官民データ計画,オープンデータ,人材の育成・活用,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/199_2021adviser.pdf,https://www.applic.or.jp/page-1862/
200,吉崎 正弘,よしざき まさひろ,地域情報化アドバイザー,一般社団法人日本ケーブルテレビ連盟 名誉顧問,,https://code4sabae.github.io/ictadvisors/img/2021/AD200.jpg,地域ビジネス,人材の育成・活用,ネットワークインフラ（Ｗｉ-Ｆｉ／ＬＰＷＡ／光ネットワーク）,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/200_2021adviser.pdf,https://www.applic.or.jp/page-1862/
201,吉田 健太郎,よしだ けんたろう,地域情報化アドバイザー,株式会社電通 ソリューション開発センター フォアキャスト研究部 情報通信業界コンサルタント,IoTNEWS 生活環境創造室長,https://code4sabae.github.io/ictadvisors/img/2021/AD201.jpg,５Ｇ,ネットワークインフラ（Ｗｉ-Ｆｉ／ＬＰＷＡ／光ネットワーク）,その他,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/201_2021adviser.pdf,https://www.applic.or.jp/page-1862/
202,吉田 孝志,よしだ たかし,地域情報化アドバイザー,日本無線株式会社 ソリューション事業部 民需事業統括部 部長補佐,元 国立仙台高等専門学校 非常勤講師,https://code4sabae.github.io/ictadvisors/img/2021/AD202.jpg,防災,ネットワークインフラ（Ｗｉ-Ｆｉ／ＬＰＷＡ／光ネットワーク）,観光,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/202_2021adviser.pdf,https://www.applic.or.jp/page-1862/
203,吉田 博一,よしだ ひろかず,地域情報化アドバイザー,元 大阪府 総務部IT推進課 課長補佐,公立大学法人大阪 情報推進課 課長代理,https://code4sabae.github.io/ictadvisors/img/2021/AD203.jpg,自治体システム／セキュリティ／地域情報プラットフォーム,地域情報化計画・官民データ計画,,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/203_2021adviser.pdf,https://www.applic.or.jp/page-1862/
204,吉田 稔,よしだ みのる,地域情報化アドバイザー,J-LIS(地方公共団体情報システム機構)被災者支援システム全国サポートセンター長,西宮市都市整備公社 副理事長兼情報センター長,https://code4sabae.github.io/ictadvisors/img/2021/AD204.jpg,防災,自治体システム／セキュリティ／地域情報プラットフォーム,人材の育成・活用,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/204_2021adviser.pdf,https://www.applic.or.jp/page-1862/
205,吉本 明平,よしもと あきひら,地域情報化アドバイザー,関東学院大学 非常勤講師,一般財団法人情報法制研究所 上席研究員,https://code4sabae.github.io/ictadvisors/img/2021/AD205.jpg,地域情報化計画・官民データ計画,人材の育成・活用,自治体システム／セキュリティ／地域情報プラットフォーム,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/205_2021adviser.pdf,https://www.applic.or.jp/page-1862/
206,米田 宗義,よねだむねよし,地域情報化アドバイザー,一般社団法人ＩＴＣ－Ｌａｂｏ． 代表理事,なら情報セキュリティ総合研究所（ナリス） 特別会員,https://code4sabae.github.io/ictadvisors/img/2021/AD206.jpg,自治体システムの標準化・共通化,地域情報化計画・官民データ計画,自治体システム／セキュリティ／地域情報プラットフォーム,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/206_2021adviser.pdf,https://www.applic.or.jp/page-1862/
207,和崎 宏,わさき ひろし,地域情報化アドバイザー,インフォミーム株式会社 代表取締役,関西学院大学総合政策学部 非常勤講師,https://code4sabae.github.io/ictadvisors/img/2021/AD207.jpg,地域ビジネス,教育情報化／情報教育,人材の育成・活用,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/207_2021adviser.pdf,https://www.applic.or.jp/page-1862/
208,鷲見 英利,わしみ ひでとし,地域情報化アドバイザー,株式会社官民連携事業研究所 代表取締役,四條畷市 特別参与,https://code4sabae.github.io/ictadvisors/img/2021/AD208.jpg,地域ビジネス,子育て,ＥＢＰＭ（エビデンスに基づく政策立案）,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/208_2021adviser.pdf,https://www.applic.or.jp/page-1862/
209,渡辺 健次,わたなべ けんじ,地域情報化アドバイザー,広島大学大学院人間社会科学研究科 教授,,https://code4sabae.github.io/ictadvisors/img/2021/AD209.jpg,教育情報化／情報教育,,,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/209_2021adviser.pdf,https://www.applic.or.jp/page-1862/
210,渡辺 智暁,わたなべ ともあき,地域情報化アドバイザー,内閣官房IT総合戦略室 オープンデータ伝道師,NPO法人コモンスフィア 理事長,https://code4sabae.github.io/ictadvisors/img/2021/AD210.jpg,オープンデータ,デジタルアーカイブ／図書館,地域情報化計画・官民データ計画,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/210_2021adviser.pdf,https://www.applic.or.jp/page-1862/
211,渡邊 智之,わたなべ ともゆき,地域情報化アドバイザー,一般社団法人日本農業情報システム協会 代表理事,スマートアグリコンサルタンツ合同会社 代表／ＣＥＯ,https://code4sabae.github.io/ictadvisors/img/2021/AD211.jpg,農林水産業,人材の育成・活用,地域情報化計画・官民データ計画,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/211_2021adviser.pdf,https://www.applic.or.jp/page-1862/
212,和田 雅昭,わだ まさあき,地域情報化アドバイザー,公立はこだて未来大学 マリンIT・ラボ 所長,,https://code4sabae.github.io/ictadvisors/img/2021/AD212.jpg,農林水産業,,,https://www.applic.or.jp/prom/chiiki_adviser/R3_profile/212_2021adviser.pdf,https://www.applic.or.jp/page-1862/